time,SkinResponse,Name
703,2.82,Subject018
704,2.79,Subject018
705,2.77,Subject018
706,2.74,Subject018
707,2.72,Subject018
708,2.72,Subject018
709,2.72,Subject018
710,2.71,Subject018
711,2.69,Subject018
712,2.67,Subject018
713,2.65,Subject018
714,2.64,Subject018
715,2.63,Subject018
716,2.62,Subject018
717,2.61,Subject018
718,2.6,Subject018
719,2.59,Subject018
720,2.58,Subject018
721,2.61,Subject018
722,2.68,Subject018
723,2.77,Subject018
724,2.8,Subject018
725,2.79,Subject018
726,2.76,Subject018
727,2.73,Subject018
728,2.72,Subject018
729,2.7,Subject018
730,2.67,Subject018
731,2.66,Subject018
732,2.64,Subject018
733,2.63,Subject018
734,2.62,Subject018
735,2.62,Subject018
736,2.61,Subject018
737,2.6,Subject018
738,2.59,Subject018
739,2.58,Subject018
740,2.57,Subject018
741,2.58,Subject018
742,2.58,Subject018
743,2.58,Subject018
744,2.57,Subject018
745,2.56,Subject018
746,2.59,Subject018
747,2.68,Subject018
748,2.71,Subject018
749,2.72,Subject018
750,2.72,Subject018
751,2.71,Subject018
752,2.69,Subject018
753,2.68,Subject018
754,2.66,Subject018
755,2.64,Subject018
756,2.63,Subject018
757,2.62,Subject018
758,2.61,Subject018
759,2.62,Subject018
760,2.62,Subject018
761,2.6,Subject018
762,2.59,Subject018
763,2.58,Subject018
764,2.59,Subject018
765,2.59,Subject018
766,2.59,Subject018
767,2.64,Subject018
768,2.72,Subject018
769,2.72,Subject018
770,2.69,Subject018
771,2.66,Subject018
772,2.63,Subject018
773,2.6,Subject018
774,2.58,Subject018
775,2.57,Subject018
776,2.56,Subject018
777,2.54,Subject018
778,2.54,Subject018
779,2.55,Subject018
780,2.56,Subject018
781,2.56,Subject018
782,2.55,Subject018
783,2.55,Subject018
784,2.54,Subject018
785,2.54,Subject018
786,2.53,Subject018
787,2.54,Subject018
788,2.56,Subject018
789,2.56,Subject018
790,2.54,Subject018
791,2.53,Subject018
792,2.53,Subject018
793,2.53,Subject018
794,2.52,Subject018
795,2.51,Subject018
796,2.51,Subject018
797,2.5,Subject018
798,2.5,Subject018
799,2.49,Subject018
800,2.49,Subject018
801,2.51,Subject018
802,2.54,Subject018
803,2.54,Subject018
804,2.53,Subject018
805,2.51,Subject018
806,2.51,Subject018
807,2.51,Subject018
808,2.51,Subject018
809,2.52,Subject018
810,2.52,Subject018
811,2.52,Subject018
812,2.52,Subject018
813,2.52,Subject018
814,2.53,Subject018
815,2.53,Subject018
816,2.52,Subject018
817,2.53,Subject018
818,2.54,Subject018
819,2.54,Subject018
820,2.53,Subject018
821,2.52,Subject018
822,2.51,Subject018
823,2.51,Subject018
824,2.5,Subject018
825,2.5,Subject018
826,2.49,Subject018
827,2.48,Subject018
828,2.48,Subject018
829,2.48,Subject018
830,2.51,Subject018
831,2.55,Subject018
832,2.55,Subject018
833,2.55,Subject018
834,2.54,Subject018
835,2.55,Subject018
836,2.58,Subject018
837,2.57,Subject018
838,2.55,Subject018
839,2.54,Subject018
840,2.53,Subject018
841,2.51,Subject018
842,2.5,Subject018
843,2.5,Subject018
844,2.5,Subject018
845,2.49,Subject018
846,2.49,Subject018
847,2.48,Subject018
848,2.48,Subject018
849,2.47,Subject018
850,2.47,Subject018
851,2.46,Subject018
852,2.46,Subject018
853,2.48,Subject018
854,2.49,Subject018
855,2.48,Subject018
856,2.46,Subject018
857,2.46,Subject018
858,2.44,Subject018
859,2.44,Subject018
860,2.45,Subject018
861,2.5,Subject018
862,2.53,Subject018
863,2.53,Subject018
864,2.51,Subject018
865,2.5,Subject018
866,2.48,Subject018
867,2.48,Subject018
868,2.48,Subject018
869,2.47,Subject018
870,2.46,Subject018
871,2.46,Subject018
872,2.45,Subject018
873,2.45,Subject018
874,2.46,Subject018
875,2.47,Subject018
876,2.49,Subject018
877,2.56,Subject018
878,2.64,Subject018
879,2.67,Subject018
880,2.69,Subject018
881,2.71,Subject018
882,2.81,Subject018
883,2.91,Subject018
884,2.99,Subject018
885,2.99,Subject018
886,2.95,Subject018
887,2.89,Subject018
888,2.84,Subject018
889,2.8,Subject018
890,2.77,Subject018
891,2.74,Subject018
892,2.72,Subject018
893,2.7,Subject018
894,2.7,Subject018
895,2.7,Subject018
896,2.69,Subject018
897,2.67,Subject018
898,2.67,Subject018
899,2.67,Subject018
900,2.67,Subject018
901,2.65,Subject018
902,2.64,Subject018
903,2.63,Subject018
904,2.62,Subject018
905,2.61,Subject018
906,2.59,Subject018
907,2.59,Subject018
908,2.57,Subject018
909,2.56,Subject018
910,2.56,Subject018
911,2.56,Subject018
912,2.56,Subject018
913,2.56,Subject018
914,2.55,Subject018
915,2.54,Subject018
916,2.53,Subject018
917,2.53,Subject018
918,2.53,Subject018
919,2.55,Subject018
920,2.59,Subject018
921,2.65,Subject018
922,2.76,Subject018
923,2.81,Subject018
924,2.82,Subject018
925,2.82,Subject018
926,2.79,Subject018
927,2.77,Subject018
928,2.73,Subject018
929,2.7,Subject018
930,2.68,Subject018
931,2.66,Subject018
932,2.64,Subject018
933,2.63,Subject018
934,2.62,Subject018
935,2.61,Subject018
936,2.62,Subject018
937,2.65,Subject018
938,2.64,Subject018
939,2.62,Subject018
940,2.64,Subject018
941,2.66,Subject018
942,2.69,Subject018
943,2.69,Subject018
944,2.72,Subject018
945,2.76,Subject018
946,2.81,Subject018
947,2.9,Subject018
948,2.98,Subject018
949,3.07,Subject018
950,3.14,Subject018
951,3.21,Subject018
952,3.34,Subject018
953,3.34,Subject018
954,3.35,Subject018
955,3.31,Subject018
956,3.27,Subject018
957,3.24,Subject018
958,3.07,Subject018
959,3.4,Subject018
960,3.31,Subject018
961,3.33,Subject018
962,3.33,Subject018
963,3.38,Subject018
964,3.42,Subject018
965,3.49,Subject018
966,3.53,Subject018
967,3.51,Subject018
968,3.43,Subject018
969,3.32,Subject018
970,3.23,Subject018
971,3.18,Subject018
972,3.17,Subject018
973,3.36,Subject018
974,3.49,Subject018
975,3.54,Subject018
976,3.54,Subject018
977,3.47,Subject018
978,3.38,Subject018
979,3.29,Subject018
980,3.23,Subject018
981,3.18,Subject018
982,3.22,Subject018
983,3.24,Subject018
984,3.22,Subject018
985,3.19,Subject018
986,3.19,Subject018
987,3.23,Subject018
988,3.23,Subject018
989,3.27,Subject018
990,3.33,Subject018
991,3.31,Subject018
992,3.28,Subject018
993,3.26,Subject018
994,3.28,Subject018
995,3.32,Subject018
996,3.32,Subject018
997,3.27,Subject018
998,3.3,Subject018
999,3.35,Subject018
1000,3.36,Subject018
1001,3.32,Subject018
1002,3.34,Subject018
1003,3.39,Subject018
1004,3.36,Subject018
1005,3.3,Subject018
1006,3.25,Subject018
1007,3.23,Subject018
1008,3.21,Subject018
1009,3.17,Subject018
1010,3.13,Subject018
1011,3.11,Subject018
1012,3.15,Subject018
1013,3.18,Subject018
1014,3.18,Subject018
1015,3.22,Subject018
1016,3.21,Subject018
1017,3.21,Subject018
1018,3.23,Subject018
1019,3.2,Subject018
1020,3.16,Subject018
1021,3.13,Subject018
1022,3.1,Subject018
1023,3.08,Subject018
1024,3.07,Subject018
1025,3.07,Subject018
1026,3.06,Subject018
1027,3.05,Subject018
1028,3.04,Subject018
1029,3.04,Subject018
1030,3.03,Subject018
1031,3.02,Subject018
1032,3.01,Subject018
1033,2.99,Subject018
1034,2.92,Subject018
1035,2.98,Subject018
1036,3.1,Subject018
1037,3.26,Subject018
1038,3.4,Subject018
1039,3.5,Subject018
1040,3.6,Subject018
1041,3.62,Subject018
1042,3.69,Subject018
1043,3.67,Subject018
1044,3.59,Subject018
1045,3.5,Subject018
1046,3.41,Subject018
1047,3.34,Subject018
1048,3.3,Subject018
1049,3.34,Subject018
1050,3.34,Subject018
1051,3.32,Subject018
1052,3.3,Subject018
1053,3.3,Subject018
1054,3.31,Subject018
1055,3.27,Subject018
1056,3.24,Subject018
1057,3.23,Subject018
1058,3.21,Subject018
1059,3.19,Subject018
1060,3.17,Subject018
1061,3.15,Subject018
1062,3.16,Subject018
1063,3.15,Subject018
1064,3.13,Subject018
1065,3.11,Subject018
1066,3.09,Subject018
1067,3.08,Subject018
1068,3.12,Subject018
1069,3.16,Subject018
1070,3.14,Subject018
1071,3.11,Subject018
1072,3.1,Subject018
1073,3.09,Subject018
1074,3.08,Subject018
1075,3.09,Subject018
1076,3.09,Subject018
1077,3.04,Subject018
1078,2.74,Subject018
1079,2.93,Subject018
1080,3.23,Subject018
1081,3.29,Subject018
1082,3.29,Subject018
1083,3.31,Subject018
1084,3.32,Subject018
1085,3.44,Subject018
1086,3.19,Subject018
1087,3.17,Subject018
1088,3.19,Subject018
1089,3.29,Subject018
1090,3.3,Subject018
1091,3.28,Subject018
1092,3.22,Subject018
1093,3.15,Subject018
1094,3.09,Subject018
1095,3.05,Subject018
1096,3.02,Subject018
1097,2.99,Subject018
1098,2.97,Subject018
1099,2.96,Subject018
1100,2.96,Subject018
1101,2.96,Subject018
1102,2.95,Subject018
1103,2.95,Subject018
1104,2.95,Subject018
1105,2.95,Subject018
1106,2.94,Subject018
1107,2.94,Subject018
1108,2.95,Subject018
1109,2.94,Subject018
1110,2.94,Subject018
1111,2.93,Subject018
1112,2.92,Subject018
1113,2.92,Subject018
1114,2.91,Subject018
1115,2.92,Subject018
1116,2.98,Subject018
1117,3.01,Subject018
1118,3.0,Subject018
1119,2.95,Subject018
1120,2.94,Subject018
1121,2.93,Subject018
1122,2.97,Subject018
1123,3.0,Subject018
1124,3.0,Subject018
1125,3.0,Subject018
1126,2.99,Subject018
1127,2.98,Subject018
1128,2.96,Subject018
1129,2.95,Subject018
1130,2.94,Subject018
1131,2.92,Subject018
1132,2.91,Subject018
1133,2.9,Subject018
1134,2.89,Subject018
1135,2.88,Subject018
1136,2.88,Subject018
1137,2.87,Subject018
1138,2.86,Subject018
1139,2.86,Subject018
1140,2.85,Subject018
1141,2.84,Subject018
1142,2.84,Subject018
1143,2.83,Subject018
1144,2.83,Subject018
1145,2.83,Subject018
1146,2.89,Subject018
1147,2.89,Subject018
1148,2.89,Subject018
1149,2.89,Subject018
1150,2.88,Subject018
1151,2.88,Subject018
0,0.97,Subject019
1,0.98,Subject019
2,0.98,Subject019
3,1.01,Subject019
4,1.06,Subject019
5,1.1,Subject019
6,1.13,Subject019
7,1.22,Subject019
8,1.3,Subject019
9,1.28,Subject019
10,1.4,Subject019
11,1.53,Subject019
12,1.6,Subject019
13,1.65,Subject019
14,1.75,Subject019
15,1.84,Subject019
16,1.88,Subject019
17,1.89,Subject019
18,1.87,Subject019
19,1.85,Subject019
20,1.82,Subject019
21,1.81,Subject019
22,1.79,Subject019
23,1.78,Subject019
24,1.81,Subject019
25,1.83,Subject019
26,1.82,Subject019
27,1.88,Subject019
28,1.95,Subject019
29,1.95,Subject019
30,1.93,Subject019
31,1.92,Subject019
32,1.93,Subject019
33,1.96,Subject019
34,1.96,Subject019
35,1.93,Subject019
36,1.91,Subject019
37,1.89,Subject019
38,1.88,Subject019
39,1.86,Subject019
40,1.85,Subject019
41,1.84,Subject019
42,1.84,Subject019
43,1.86,Subject019
44,1.95,Subject019
45,2.02,Subject019
46,2.04,Subject019
47,2.06,Subject019
48,2.08,Subject019
49,2.1,Subject019
50,2.13,Subject019
51,2.14,Subject019
52,2.18,Subject019
53,2.18,Subject019
54,2.16,Subject019
55,2.14,Subject019
56,2.13,Subject019
57,2.11,Subject019
58,2.1,Subject019
59,2.1,Subject019
60,2.09,Subject019
61,2.1,Subject019
62,2.11,Subject019
63,2.13,Subject019
64,2.15,Subject019
65,2.16,Subject019
66,2.16,Subject019
67,2.18,Subject019
68,2.15,Subject019
69,2.13,Subject019
70,2.13,Subject019
71,2.13,Subject019
72,2.13,Subject019
73,2.23,Subject019
74,2.32,Subject019
75,2.33,Subject019
76,2.3,Subject019
77,2.26,Subject019
78,2.24,Subject019
79,2.24,Subject019
80,2.32,Subject019
81,2.38,Subject019
82,2.36,Subject019
83,2.34,Subject019
84,2.3,Subject019
85,2.26,Subject019
86,2.24,Subject019
87,2.24,Subject019
88,2.23,Subject019
89,2.21,Subject019
90,2.2,Subject019
91,2.18,Subject019
92,2.18,Subject019
93,2.17,Subject019
94,2.16,Subject019
95,2.15,Subject019
96,2.15,Subject019
97,2.15,Subject019
98,2.19,Subject019
99,2.21,Subject019
100,2.22,Subject019
101,2.23,Subject019
102,2.24,Subject019
103,2.24,Subject019
104,2.23,Subject019
105,2.23,Subject019
106,2.24,Subject019
107,2.23,Subject019
108,2.25,Subject019
109,2.05,Subject019
110,2.16,Subject019
111,2.27,Subject019
112,2.51,Subject019
113,2.44,Subject019
114,2.41,Subject019
115,2.45,Subject019
116,2.54,Subject019
117,2.54,Subject019
118,2.51,Subject019
119,2.48,Subject019
120,2.44,Subject019
121,2.39,Subject019
122,2.37,Subject019
123,2.35,Subject019
124,2.33,Subject019
125,2.32,Subject019
126,2.34,Subject019
127,2.38,Subject019
128,2.41,Subject019
129,2.4,Subject019
130,2.4,Subject019
131,2.38,Subject019
132,2.34,Subject019
133,2.33,Subject019
134,2.32,Subject019
135,2.32,Subject019
136,2.34,Subject019
137,2.39,Subject019
138,2.4,Subject019
139,2.39,Subject019
140,2.37,Subject019
141,2.35,Subject019
142,2.33,Subject019
143,2.33,Subject019
144,2.32,Subject019
145,2.35,Subject019
146,2.41,Subject019
147,2.42,Subject019
148,2.41,Subject019
149,2.4,Subject019
150,2.39,Subject019
151,2.36,Subject019
152,2.39,Subject019
153,2.36,Subject019
154,2.36,Subject019
155,2.4,Subject019
156,2.41,Subject019
157,2.45,Subject019
158,2.47,Subject019
159,2.52,Subject019
160,2.52,Subject019
161,2.49,Subject019
162,2.46,Subject019
163,2.45,Subject019
164,2.44,Subject019
165,2.43,Subject019
166,2.43,Subject019
167,2.42,Subject019
168,2.42,Subject019
169,2.41,Subject019
170,2.41,Subject019
171,2.42,Subject019
172,2.46,Subject019
173,2.49,Subject019
174,2.5,Subject019
175,2.5,Subject019
176,2.55,Subject019
177,2.62,Subject019
178,2.62,Subject019
179,2.59,Subject019
180,2.56,Subject019
181,2.53,Subject019
182,2.5,Subject019
183,2.46,Subject019
184,2.45,Subject019
185,2.45,Subject019
186,2.45,Subject019
187,2.45,Subject019
188,2.44,Subject019
189,2.48,Subject019
190,2.55,Subject019
191,2.53,Subject019
192,2.54,Subject019
193,2.53,Subject019
194,2.48,Subject019
195,2.51,Subject019
196,2.48,Subject019
197,2.35,Subject019
198,2.42,Subject019
199,2.36,Subject019
200,2.38,Subject019
201,2.41,Subject019
202,2.42,Subject019
203,2.39,Subject019
204,2.42,Subject019
205,2.42,Subject019
206,2.4,Subject019
207,2.37,Subject019
208,2.51,Subject019
209,2.66,Subject019
210,2.72,Subject019
211,2.75,Subject019
212,2.74,Subject019
213,2.69,Subject019
214,2.64,Subject019
215,2.59,Subject019
216,2.61,Subject019
217,2.61,Subject019
218,2.63,Subject019
219,2.62,Subject019
220,2.69,Subject019
221,2.71,Subject019
222,2.69,Subject019
223,2.69,Subject019
224,2.69,Subject019
225,2.72,Subject019
226,2.72,Subject019
227,2.71,Subject019
228,2.73,Subject019
229,2.8,Subject019
230,2.81,Subject019
231,2.78,Subject019
232,2.73,Subject019
233,2.69,Subject019
234,2.64,Subject019
235,2.63,Subject019
236,2.61,Subject019
237,2.59,Subject019
238,2.61,Subject019
239,2.6,Subject019
240,2.64,Subject019
241,2.64,Subject019
242,2.66,Subject019
243,2.74,Subject019
244,2.77,Subject019
245,2.77,Subject019
246,2.76,Subject019
247,2.74,Subject019
248,2.71,Subject019
249,2.7,Subject019
250,2.69,Subject019
251,2.68,Subject019
252,2.67,Subject019
253,2.66,Subject019
254,2.65,Subject019
255,2.65,Subject019
256,2.64,Subject019
257,2.63,Subject019
258,2.62,Subject019
259,2.62,Subject019
260,2.61,Subject019
261,2.62,Subject019
262,2.62,Subject019
263,2.62,Subject019
264,2.61,Subject019
265,2.61,Subject019
266,2.59,Subject019
267,2.52,Subject019
268,2.48,Subject019
269,2.49,Subject019
270,2.52,Subject019
271,2.57,Subject019
272,2.6,Subject019
273,2.64,Subject019
274,2.63,Subject019
275,2.59,Subject019
276,2.59,Subject019
277,2.59,Subject019
278,2.58,Subject019
279,2.58,Subject019
280,2.51,Subject019
281,2.5,Subject019
282,2.49,Subject019
283,2.49,Subject019
284,2.5,Subject019
285,2.51,Subject019
286,2.51,Subject019
287,2.52,Subject019
288,2.54,Subject019
289,2.52,Subject019
290,2.59,Subject019
291,2.62,Subject019
292,2.63,Subject019
293,2.63,Subject019
294,2.63,Subject019
295,2.62,Subject019
296,2.62,Subject019
297,2.62,Subject019
298,2.61,Subject019
299,2.6,Subject019
300,2.59,Subject019
301,2.58,Subject019
302,2.58,Subject019
303,2.58,Subject019
304,2.58,Subject019
305,2.58,Subject019
306,2.56,Subject019
307,2.57,Subject019
308,2.52,Subject019
309,2.48,Subject019
310,2.4,Subject019
311,2.34,Subject019
312,2.33,Subject019
313,2.37,Subject019
314,2.4,Subject019
315,2.41,Subject019
316,2.45,Subject019
317,2.49,Subject019
318,2.5,Subject019
319,2.52,Subject019
320,2.54,Subject019
321,2.57,Subject019
322,2.6,Subject019
323,2.61,Subject019
324,2.57,Subject019
325,2.56,Subject019
326,2.55,Subject019
327,2.55,Subject019
328,2.53,Subject019
329,2.54,Subject019
330,2.54,Subject019
331,2.53,Subject019
332,2.54,Subject019
333,2.56,Subject019
334,2.57,Subject019
335,2.57,Subject019
336,2.56,Subject019
337,2.55,Subject019
338,2.55,Subject019
339,2.55,Subject019
340,2.54,Subject019
341,2.54,Subject019
342,2.54,Subject019
343,2.54,Subject019
344,2.55,Subject019
345,2.57,Subject019
346,2.57,Subject019
347,2.57,Subject019
348,2.57,Subject019
349,2.67,Subject019
350,2.86,Subject019
351,2.98,Subject019
352,3.03,Subject019
353,3.11,Subject019
354,3.17,Subject019
355,3.23,Subject019
356,3.38,Subject019
357,3.52,Subject019
358,3.59,Subject019
359,3.63,Subject019
360,3.62,Subject019
361,3.7,Subject019
362,3.82,Subject019
363,3.89,Subject019
364,3.9,Subject019
365,3.9,Subject019
366,3.88,Subject019
367,3.81,Subject019
368,3.77,Subject019
369,3.72,Subject019
370,3.64,Subject019
371,3.68,Subject019
372,3.9,Subject019
373,3.99,Subject019
374,3.95,Subject019
375,3.88,Subject019
376,3.92,Subject019
377,4.04,Subject019
378,4.07,Subject019
379,4.06,Subject019
380,4.06,Subject019
381,4.07,Subject019
382,4.15,Subject019
383,4.24,Subject019
384,4.37,Subject019
385,4.5,Subject019
386,4.63,Subject019
387,4.76,Subject019
388,4.87,Subject019
389,4.95,Subject019
390,5.1,Subject019
391,5.16,Subject019
392,5.22,Subject019
393,5.22,Subject019
394,5.13,Subject019
395,5.01,Subject019
396,4.88,Subject019
397,4.98,Subject019
398,5.36,Subject019
399,5.41,Subject019
400,5.35,Subject019
401,5.29,Subject019
402,5.19,Subject019
403,5.06,Subject019
404,4.92,Subject019
405,4.78,Subject019
406,4.65,Subject019
407,4.6,Subject019
408,4.69,Subject019
409,4.75,Subject019
410,4.73,Subject019
411,4.73,Subject019
412,4.83,Subject019
413,4.87,Subject019
414,4.84,Subject019
415,4.86,Subject019
416,5.09,Subject019
417,5.13,Subject019
418,5.02,Subject019
419,4.91,Subject019
420,4.83,Subject019
421,4.73,Subject019
422,4.64,Subject019
423,4.53,Subject019
424,4.47,Subject019
425,4.4,Subject019
426,4.36,Subject019
427,4.55,Subject019
428,4.92,Subject019
429,4.94,Subject019
430,4.84,Subject019
431,4.79,Subject019
432,4.82,Subject019
433,4.77,Subject019
434,4.79,Subject019
435,4.88,Subject019
436,4.94,Subject019
437,4.99,Subject019
438,5.1,Subject019
439,5.31,Subject019
440,5.35,Subject019
441,5.38,Subject019
442,5.43,Subject019
443,5.54,Subject019
444,5.62,Subject019
445,5.7,Subject019
446,5.81,Subject019
447,5.94,Subject019
448,6.03,Subject019
449,6.08,Subject019
450,6.07,Subject019
451,5.98,Subject019
452,6.13,Subject019
453,6.41,Subject019
454,6.44,Subject019
455,6.32,Subject019
456,6.22,Subject019
457,6.21,Subject019
458,6.2,Subject019
459,6.16,Subject019
460,6.07,Subject019
461,5.93,Subject019
462,5.75,Subject019
463,5.6,Subject019
464,5.58,Subject019
465,5.61,Subject019
466,5.63,Subject019
467,5.59,Subject019
468,5.55,Subject019
469,5.5,Subject019
470,5.46,Subject019
471,5.43,Subject019
472,5.41,Subject019
473,5.41,Subject019
474,5.45,Subject019
475,5.54,Subject019
476,5.58,Subject019
477,5.55,Subject019
478,5.54,Subject019
479,5.67,Subject019
480,5.75,Subject019
481,5.71,Subject019
482,5.63,Subject019
483,5.55,Subject019
484,5.46,Subject019
485,5.37,Subject019
486,5.31,Subject019
487,5.27,Subject019
488,5.24,Subject019
489,5.25,Subject019
490,5.32,Subject019
491,5.35,Subject019
492,5.4,Subject019
493,5.56,Subject019
494,5.63,Subject019
495,5.63,Subject019
496,5.54,Subject019
497,5.41,Subject019
498,5.29,Subject019
499,5.21,Subject019
500,5.18,Subject019
501,5.23,Subject019
502,5.21,Subject019
503,5.12,Subject019
504,5.03,Subject019
505,5.01,Subject019
506,5.14,Subject019
507,5.14,Subject019
508,5.09,Subject019
509,5.05,Subject019
510,5.02,Subject019
511,4.99,Subject019
512,4.98,Subject019
513,5.04,Subject019
514,5.23,Subject019
515,5.36,Subject019
516,5.39,Subject019
517,5.43,Subject019
518,5.47,Subject019
519,5.51,Subject019
520,5.54,Subject019
521,5.51,Subject019
522,5.48,Subject019
523,5.56,Subject019
524,5.69,Subject019
525,5.68,Subject019
526,5.6,Subject019
527,5.48,Subject019
528,5.37,Subject019
529,5.29,Subject019
530,5.28,Subject019
531,5.31,Subject019
532,5.39,Subject019
533,5.43,Subject019
534,5.46,Subject019
535,5.48,Subject019
536,5.5,Subject019
537,5.44,Subject019
538,5.34,Subject019
539,5.25,Subject019
540,5.19,Subject019
541,5.25,Subject019
542,5.28,Subject019
543,5.23,Subject019
544,5.18,Subject019
545,5.12,Subject019
546,5.09,Subject019
547,5.15,Subject019
548,5.17,Subject019
549,5.13,Subject019
550,5.07,Subject019
551,5.01,Subject019
552,4.95,Subject019
553,4.89,Subject019
554,4.93,Subject019
555,5.17,Subject019
556,5.26,Subject019
557,5.2,Subject019
558,5.13,Subject019
559,5.05,Subject019
560,4.95,Subject019
561,4.86,Subject019
562,4.85,Subject019
563,4.99,Subject019
564,5.04,Subject019
565,5.01,Subject019
566,4.94,Subject019
567,4.87,Subject019
568,4.8,Subject019
569,4.74,Subject019
570,4.68,Subject019
571,4.63,Subject019
572,4.6,Subject019
573,4.57,Subject019
574,4.56,Subject019
575,4.55,Subject019
576,4.54,Subject019
577,4.53,Subject019
578,4.52,Subject019
579,4.52,Subject019
580,4.51,Subject019
581,4.5,Subject019
582,4.5,Subject019
583,4.49,Subject019
584,4.48,Subject019
585,4.48,Subject019
586,4.48,Subject019
587,4.48,Subject019
588,4.48,Subject019
589,4.48,Subject019
590,4.48,Subject019
591,4.52,Subject019
592,4.56,Subject019
593,4.57,Subject019
594,4.56,Subject019
595,4.55,Subject019
596,4.52,Subject019
597,4.51,Subject019
598,4.5,Subject019
599,4.48,Subject019
600,4.47,Subject019
601,4.46,Subject019
602,4.45,Subject019
603,4.44,Subject019
604,4.43,Subject019
605,4.41,Subject019
606,4.41,Subject019
607,4.42,Subject019
608,4.42,Subject019
609,4.46,Subject019
610,4.48,Subject019
611,4.47,Subject019
612,4.48,Subject019
613,4.49,Subject019
614,4.49,Subject019
615,4.47,Subject019
616,4.46,Subject019
617,4.45,Subject019
618,4.44,Subject019
619,4.43,Subject019
620,4.43,Subject019
621,4.49,Subject019
622,4.6,Subject019
623,4.67,Subject019
624,4.71,Subject019
625,4.73,Subject019
626,4.71,Subject019
627,4.65,Subject019
628,4.59,Subject019
629,4.54,Subject019
630,4.49,Subject019
631,4.44,Subject019
632,4.41,Subject019
633,4.38,Subject019
634,4.36,Subject019
635,4.35,Subject019
636,4.35,Subject019
637,4.35,Subject019
638,4.35,Subject019
639,4.33,Subject019
640,4.31,Subject019
641,4.3,Subject019
642,4.29,Subject019
643,4.28,Subject019
644,4.28,Subject019
645,4.27,Subject019
646,4.26,Subject019
647,4.25,Subject019
648,4.25,Subject019
649,4.25,Subject019
650,4.25,Subject019
651,4.24,Subject019
652,4.23,Subject019
653,4.23,Subject019
654,4.21,Subject019
655,4.2,Subject019
656,4.19,Subject019
657,4.19,Subject019
658,4.18,Subject019
659,4.18,Subject019
660,4.17,Subject019
661,4.17,Subject019
662,4.19,Subject019
663,4.23,Subject019
664,4.27,Subject019
665,4.29,Subject019
666,4.28,Subject019
667,4.29,Subject019
668,4.3,Subject019
669,4.29,Subject019
670,4.28,Subject019
671,4.26,Subject019
672,4.24,Subject019
673,4.22,Subject019
674,4.21,Subject019
675,4.19,Subject019
676,4.18,Subject019
677,4.17,Subject019
678,4.16,Subject019
679,4.17,Subject019
680,4.16,Subject019
681,4.16,Subject019
682,4.15,Subject019
683,4.14,Subject019
684,4.13,Subject019
685,4.12,Subject019
686,4.11,Subject019
687,4.11,Subject019
688,4.1,Subject019
689,4.09,Subject019
690,4.09,Subject019
691,4.08,Subject019
692,4.07,Subject019
693,4.06,Subject019
694,4.06,Subject019
695,4.05,Subject019
696,4.05,Subject019
697,4.06,Subject019
698,4.05,Subject019
699,4.05,Subject019
700,4.06,Subject019
701,4.13,Subject019
702,4.22,Subject019
703,4.27,Subject019
704,4.28,Subject019
705,4.27,Subject019
706,4.25,Subject019
707,4.23,Subject019
708,4.21,Subject019
709,4.23,Subject019
710,4.26,Subject019
711,4.26,Subject019
712,4.26,Subject019
713,4.25,Subject019
714,4.24,Subject019
715,4.22,Subject019
716,4.21,Subject019
717,4.22,Subject019
718,4.24,Subject019
719,4.24,Subject019
720,4.25,Subject019
721,4.24,Subject019
722,4.23,Subject019
723,4.26,Subject019
724,4.37,Subject019
725,4.44,Subject019
726,4.49,Subject019
727,4.59,Subject019
728,4.62,Subject019
729,4.66,Subject019
730,4.68,Subject019
731,4.7,Subject019
732,4.72,Subject019
733,4.73,Subject019
734,4.71,Subject019
735,4.74,Subject019
736,4.83,Subject019
737,4.9,Subject019
738,4.93,Subject019
739,4.94,Subject019
740,4.91,Subject019
741,4.87,Subject019
742,4.82,Subject019
743,4.8,Subject019
744,4.86,Subject019
745,4.89,Subject019
746,4.89,Subject019
747,4.88,Subject019
748,4.85,Subject019
749,4.82,Subject019
750,4.79,Subject019
751,4.79,Subject019
752,4.78,Subject019
753,4.76,Subject019
754,4.73,Subject019
755,4.71,Subject019
756,4.68,Subject019
757,4.68,Subject019
758,4.71,Subject019
759,4.73,Subject019
760,4.72,Subject019
761,4.7,Subject019
762,4.68,Subject019
763,4.65,Subject019
764,4.63,Subject019
765,4.63,Subject019
766,4.7,Subject019
767,4.73,Subject019
768,4.72,Subject019
769,4.7,Subject019
770,4.67,Subject019
771,4.64,Subject019
772,4.61,Subject019
773,4.57,Subject019
774,4.56,Subject019
775,4.58,Subject019
776,4.59,Subject019
777,4.59,Subject019
778,4.58,Subject019
779,4.56,Subject019
780,4.53,Subject019
781,4.52,Subject019
782,4.5,Subject019
783,4.49,Subject019
784,4.48,Subject019
785,4.47,Subject019
786,4.45,Subject019
787,4.44,Subject019
788,4.45,Subject019
789,4.51,Subject019
790,4.56,Subject019
791,4.55,Subject019
792,4.53,Subject019
793,4.51,Subject019
794,4.48,Subject019
795,4.47,Subject019
796,4.47,Subject019
797,4.47,Subject019
798,4.45,Subject019
799,4.44,Subject019
800,4.45,Subject019
801,4.47,Subject019
802,4.46,Subject019
803,4.45,Subject019
804,4.43,Subject019
805,4.42,Subject019
806,4.4,Subject019
807,4.42,Subject019
